Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03032,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03063,_03064,_03065,_03067,_03068,_03069,_03070,_03071,_03072,_03073,_03074,_03075,_03076,_03077,_03089,_03090,_03100,_03102,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03110,_03111,_03112,_03113,_03114,_03115,_03116,_03117,_03120,_03121,_03122,_03123,_03124,_03125,_03126,_03127,_03128,_03129,_03130,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05010,_05011,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11011,_11012,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_10001,_10002,_11010,_11014,_10003,_05003,_05005,_05006,_05008,_05009,_11015,_11016,_11017,_11018,_12001,_02001,_13006,_05012,_05013,_05014,_05015,_11025,_11026,_11013,_11019
Melk en melkproducten,13,478,61,Vla chocolade- magere,,N,100,g,1,N,Per 100g,      78,     333,     3.3,     0.5,     2.9,     0.2,     0.2,     0.1,     0.1,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,,,     0.0,,,     0.0,     0.0,,     0.0,    26.4,     0.0,,,     0.0,    34.7,    35.0,     0.0,,,,,     0.9,     0.0,     0.0,,,     0.0,,     0.0,     0.0,,     0.0,     0.0,,     0.0,     3.0,     0.0,,,,,,,,,,,,,,,,,,,,,,,     0.0,,     0.0,     0.0,,,,,,,,,,     0.0,     0.0,,     0.0,,     0.0,,,,,,,,,,,,,,,,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     2.6,    15.5,    15.5,     0.0,     0.0,     0.5,    80.0,     0.0,     120,     100,     0.7,     0.0,     0.7,      51,     152,      17,,       1,       1,sp,    0.07,    0.16,,    0.32,,       1,,,,,,,       1,,,,,     0.1,     6.0,,,,,,,,,,,,,,,,,,,,
Melk en melkproducten,13,479,65,Melk karne- m vruchten,,N,100,g,1,N,Per 100g,      50,     214,     2.9,     0.0,     2.9,     0.4,     0.4,     0.2,     0.1,     0.0,     0.0,,     0.5,     0.3,     0.3,     0.6,,     0.0,     1.4,,     0.3,    13.9,     1.0,     0.1,     1.5,    30.7,     1.8,     0.4,,     0.9,    10.9,    25.5,     2.6,     1.8,     0.7,     0.2,,     0.2,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,     1.6,     0.0,     0.0,,     0.0,     0.0,     0.0,,     4.6,     0.0,     0.4,     1.8,     0.0,,     0.4,     0.0,     2.1,,    24.9,     0.0,     0.6,,,,     0.0,,     0.3,     0.3,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     0.4,     0.4,     2.0,     0.6,,,,,,,,,     0.0,,,     0.0,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     1.1,     8.8,     8.8,     0.0,     0.0,     0.2,    86.0,     0.0,      96,      72,     0.0,     0.0,     0.0,      40,     120,      10,    0.32,       4,       5,       3,    0.03,    0.13,   0.026,    0.19,     0.0,       1,     3.4,,,,,,       4,     3.4,       1,    0.00,     0.0,     0.1,     8.0,     0.0,     0.2,     3.1,     0.0,     4.7,,,,,,,,,,,,,,,
Gebak en koek,7,480,32,Prince Chocoprince,,N,100,g,1,N,Per 100g,     495,    2075,     5.5,     5.5,     0.0,    21.4,    20.5,    12.2,     7.6,     1.6,     1.4,,     0.9,     0.0,     0.9,     0.9,,,     7.7,,     0.0,     4.7,     0.1,,     0.3,    25.5,     0.6,,,     0.4,    16.0,    28.0,     5.0,     0.4,     0.4,     0.2,,     0.4,     0.2,     0.0,     0.0,     0.0,,,     0.1,     0.0,,,,,,     6.7,     0.0,,,     0.0,,,,     0.2,,,     0.6,     0.1,,     5.0,,,,    28.0,,,,,,,,     0.1,     0.1,,,,,,,,     0.0,     0.0,     1.1,,,     0.2,     0.9,,,,,,,,,,,,,,,,,     0.1,     0.1,     1.4,    0.08,    0.00,    0.00,     6.3,    69.0,    41.0,    28.0,     0.0,     2.1,     1.0,     0.0,      32,      93,     1.3,     0.0,     1.3,     210,     187,      23,    0.57,      13,      13,,    0.06,    0.08,   0.050,,     0.0,       0,,,,,,,      13,,       3,    0.12,     2.3,     1.0,,,,,,,     1.9,     0.2,     3.3,     0.6,,,,,,,,,,,
Gebak en koek,7,481,36,Koek Bastogne,,N,100,g,1,N,Per 100g. gemiddelde van bastogne original en bastogne duo,     480,    2014,     5.0,     5.1,     0.0,    20.2,    19.2,    10.8,     8.0,     2.2,     1.6,,     0.0,     0.0,     0.4,     0.8,,,     3.8,,     0.0,     3.8,     0.0,     0.1,     0.4,    24.5,     0.3,     0.0,,     0.1,     8.5,    31.3,    12.4,     0.0,     1.3,     0.2,,     0.4,     0.3,     0.0,     0.0,     0.0,     0.0,,     0.2,     0.3,,     0.0,     0.0,,     0.0,     8.3,     0.1,     0.0,,     0.0,     0.1,     0.0,,     1.9,,     0.0,     0.3,     0.2,,     3.9,,,,    25.2,,     3.3,,,,,,     0.2,     0.2,,,     0.0,     0.0,,,,     0.0,     0.0,     0.0,     0.9,     0.0,     0.0,,,,,,,,,,,,,     0.0,,     0.0,     0.0,     0.0,     0.1,     0.2,     1.6,    0.24,    0.00,    0.00,     2.1,    68.5,    36.0,    32.5,     0.0,     1.9,     1.0,     0.0,      14,      58,     0.5,     0.0,     0.5,     354,     145,      12,    0.62,      52,      77,     150,    0.02,    0.02,   0.009,,     0.2,       0,    14.0,,,,,,      65,    14.0,       7,    0.13,     3.9,     0.7,,,,,,,     3.0,     1.9,     0.9,     0.0,,,,,,,,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,482,40,Spekkie,,N,100,g,1,N,Per 100g,     352,    1496,     6.0,     0.0,     6.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    82.0,    82.0,     0.0,     0.0,     0.0,    15.0,     0.0,      41,      29,     0.4,     0.0,     0.4,      35,      38,       5,    0.10,sp,       0,sp,sp,sp,sp,    0.00,     0.0,       0,     0.0,,,,,,       0,     0.0,,    0.04,     0.9,     0.1,,,,,,,,,,,,,,,,,,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,484,48,Jam halfzoet,,N,100,g,1,N,"Per 100g. linera halvajam, hero d'light",     134,     569,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    33.0,    33.0,     0.0,     0.0,     1.0,    66.0,     0.0,      10,      20,     0.2,     0.0,     0.2,      20,     100,      10,sp,,      13,      80,    0.01,    0.01,   0.013,    0.00,     0.0,       0,sp,,,,,,       7,     0.0,       0,    0.05,     0.1,     0.1,,,,,,,,,,,,,,,,,,,,,
Melk en melkproducten,13,485,52,IJs room/vanille cornet,,N,100,g,1,N,Per 100g,     297,    1241,     3.7,     1.2,     2.5,    14.5,    13.6,    10.8,     2.4,     0.4,     0.3,,     0.1,     1.0,     6.1,     5.1,,,    43.1,,     0.0,    17.7,     0.0,     0.0,     0.1,    10.5,     0.1,     0.0,,     0.0,     5.6,     7.6,     0.3,     0.0,     0.0,     0.0,,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,     0.0,,     0.0,     0.0,,     0.0,     2.4,     0.0,     0.0,,     0.0,     0.0,     0.0,,     0.0,,     0.0,     0.1,     0.0,,     0.2,,,,     7.5,,     0.2,,,,,,     0.0,     0.0,,,     0.0,     0.0,,,,     0.0,     0.0,     0.0,     0.0,     1.1,     0.0,,,,,,,,,,,,,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.3,    0.00,    0.00,    0.00,    26.2,    37.2,    27.9,     9.3,     0.0,     1.2,    43.5,     0.0,     104,      70,     0.1,     0.0,     0.1,      57,     150,      18,,      72,      72,,    0.06,    0.14,   0.040,    0.30,,       0,     9.0,,,,,,      72,     9.0,,,,     0.1,    15.0,,,,,,,,,,,,,,,,,,,,
Gebak en koek,7,486,56,Vlaai vruchten-,,N,100,g,1,N,"Per 100g. zonder slagroom; bevat 0,6 g organische zuren",     229,     965,     2.9,     2.5,     0.5,     5.1,     4.7,     2.5,     1.6,     0.6,     0.5,     0.0,     0.0,     0.1,     1.2,     0.8,     0.0,     0.0,     9.2,     0.0,     0.0,     3.8,     0.0,     0.0,     0.0,    31.9,     0.2,     0.0,     0.0,     0.0,     6.2,    34.2,     0.4,     0.3,     0.0,     0.1,     0.0,     0.3,     0.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.3,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,    10.1,     0.1,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     0.0,     0.1,     0.0,     0.2,     0.0,     0.0,     0.4,     0.0,     0.0,     0.0,    33.2,     0.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.5,     1.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.5,    0.00,    0.00,    0.00,     0.5,    41.7,    19.8,    21.9,     0.0,     1.1,    48.0,     0.0,      22,      94,     0.4,     0.0,     0.4,     228,     114,      10,    0.18,      29,      46,      94,    0.04,    0.04,   0.014,    0.00,     0.3,       0,     8.7,       4,      37,       5,       5,       0,      37,     8.7,       2,    0.06,     1.1,     0.6,     9.5,     8.3,     7.5,     0.2,     1.6,     2.2,     0.9,     0.4,     0.4,     0.0,     0.1,,     0.6,,,,,       1,       0,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,487,60,Candybar Mars,,N,100,g,1,N,Per 100g,     447,    1880,     3.8,     1.0,     2.6,    16.6,    15.6,     7.7,     6.1,     1.8,     1.3,,     0.0,     0.0,     0.3,     0.1,,     0.0,     0.5,,     0.0,     1.6,     0.1,     0.1,     0.3,    30.5,     0.5,     0.1,,     0.5,    30.2,    19.0,     7.9,     0.6,     0.4,     0.3,,     0.9,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.2,     0.2,,     0.0,     0.0,     0.0,     0.0,     4.4,     0.1,     0.1,,     0.0,     0.0,     0.0,,     2.2,     0.0,     0.1,     0.5,     0.0,,     9.7,,,,    18.4,,     0.7,,,,     0.1,,     0.1,     0.1,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.2,     1.0,     0.4,     0.0,     0.2,,,,,,,,,,,,,     0.2,,     0.0,     0.0,     0.0,     0.0,     0.1,     1.3,    0.06,    0.00,    0.00,     8.0,    70.1,    64.0,     6.0,     0.0,     1.2,     6.6,     0.0,      95,     110,     1.2,     0.0,     1.2,     170,     192,      32,    0.66,      30,      37,      40,    0.04,    0.17,   0.030,,     0.3,       0,,,,,,,      33,,       2,    0.19,     1.2,     0.1,,,,,,,     0.7,     0.1,     4.6,     0.6,,,,     0.0,     0.0,     0.0,     0.0,,,,
Graanproducten en bindmiddelen,8,488,64,Puddingpoeder chocolade instant,,N,100,g,1,N,Per 100g. saroma,     370,    1571,     1.0,     1.0,     0.0,     1.0,     1.0,     0.6,     0.3,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,,,     0.0,,,     0.0,     0.0,,     0.0,    26.4,     0.0,,,     0.0,    34.7,    35.0,     0.0,,,,,     0.9,     0.0,     0.0,,,     0.0,,     0.0,     0.0,,     0.0,     0.0,,     0.0,     3.0,     0.0,,,,,,,,,,,,,,,,,,,,,,,     0.0,,     0.0,     0.0,,,,,,,,,,     0.0,     0.0,,     0.0,,     0.0,,,,,,,,,,,,,,,,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    89.0,    67.0,    22.0,     0.0,     0.5,    11.0,     0.0,     350,     680,     1.0,     0.0,     1.0,    1080,     260,,,       0,       0,       0,    0.00,    0.00,   0.000,    0.00,,       0,,,,,,,       0,,,,,     0.0,     0.5,,,,,,,,,,,,,,,,,,,,
Gebak en koek,7,489,68,Vlaai rijste-,,N,100,g,1,N,Per 100g. zonder slagroom,     211,     890,     4.5,     2.0,     2.5,     6.0,     5.5,     3.0,     1.8,     0.6,     0.5,     0.0,     0.9,     0.6,     0.8,     1.0,     0.0,     0.0,     5.2,     0.0,     0.0,     4.5,     0.2,     0.0,     0.3,    32.6,     1.0,     0.0,     0.0,     0.2,     7.5,    30.8,     1.1,     0.4,     1.0,     0.1,     0.0,     0.3,     0.5,     0.1,     0.0,     0.2,     0.2,     0.0,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     8.5,     0.1,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     1.1,     0.0,     0.0,     0.4,     0.6,     0.0,     0.3,     0.0,     0.2,     0.0,    21.7,     0.0,     1.7,     0.0,     0.0,     0.0,     0.0,     0.2,     0.0,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.7,     0.1,     0.2,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.1,     0.5,    0.06,    0.01,    0.01,    33.0,    34.5,    17.5,    17.0,     0.0,     0.7,    53.2,     0.0,      67,     138,     0.6,     0.0,     0.6,     262,     170,      15,    0.89,      41,      46,      31,    0.04,    0.16,   0.037,    0.00,     0.2,       0,    14.8,       0,      21,       7,       0,       0,      44,    14.8,       4,    0.05,     0.7,     0.7,    22.0,     2.2,     2.0,     3.3,     0.7,     9.3,     0.6,     0.2,     0.2,     0.0,     1.1,,     0.0,,,,,       5,       0,,
Alcoholische en niet-alcoholische dranken,2,497,63,Siroop vruchtenmix,,N,100,g,1,N,Per 100g. gem van Roosvicee vruchtenmix en bosvruchten. Verrijkt met:  Vitamine C.,     223,     947,     0.2,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    55.4,    55.5,     0.0,     0.0,     0.3,    45.0,     0.0,       8,       6,     0.3,     0.0,     0.3,       4,      63,       5,    0.05,       0,       0,       0,    0.00,    0.00,   0.000,    0.00,     0.0,      48,sp,,,,,,       0,     0.0,       0,    0.04,     0.0,     0.0,,,,,,,     5.9,     0.3,     4.7,     1.0,,,,     0.0,     0.0,     0.0,     0.0,,,,
Alcoholische en niet-alcoholische dranken,2,498,67,Siroop Roosvicee Ferro,,N,100,g,1,N,"Per 100g. Verrijkt met:  IJzer totaal, Vitamine C.",     225,     957,     0.2,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    56.0,    54.4,     1.6,     0.0,     0.2,    45.0,     0.0,       6,       5,    80.0,     0.0,    80.0,       6,      60,,,       0,       0,,    0.00,    0.00,   0.000,    0.00,     0.0,      48,sp,,,,,,       0,     0.0,,,,,,,,,,,,,,,,,,     0.0,     0.0,     0.0,     0.0,,,,
Alcoholische en niet-alcoholische dranken,2,500,10,Siroop Roosvicee Laxo,,N,100,g,1,N,Per 100g. Verrijkt met:  Vitamine C.,     225,     955,     0.1,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    56.0,    55.0,     0.8,     0.0,     0.2,    45.0,     0.0,       8,       5,     0.1,     0.0,     0.1,       1,      58,,,       0,       0,,    0.00,    0.00,   0.000,    0.00,     0.0,      48,sp,,,,,,       0,     0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Alcoholische en niet-alcoholische dranken,2,501,14,Siroop Roosvicee Stop,,N,100,g,1,N,Per 100g. Verrijkt met:  Vitamine C.,     225,     956,     0.1,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    56.0,    55.2,     0.8,     0.0,     0.3,    45.0,     0.0,       5,       3,     0.2,     0.0,     0.2,       7,      31,,,       0,       0,,    0.00,    0.00,   0.000,    0.00,     0.0,      48,sp,,,,,,       0,     0.0,,,,,,,,,,,,,,,,,,     0.0,     0.0,     0.0,     0.0,,,,
Kaas,11,511,17,Kaas Edammer 40+,,N,100,g,1,N,Per 100g. bevat 1 g organische zuren,     324,    1345,    25.5,     0.0,    25.5,    24.3,    22.8,    14.6,     5.8,     0.6,     0.3,,     4.0,     2.7,     0.9,     1.6,,     0.2,     2.6,,     0.1,     8.8,     0.5,,     2.1,    26.3,     1.2,,,     1.3,    12.8,    23.0,     4.3,     0.6,     0.6,     0.3,,     0.2,     0.2,     0.0,     0.0,     0.0,,,     0.1,     0.0,,,,,,     1.3,     0.0,,,     0.0,,,,     1.8,,,     1.2,     0.3,,     4.3,,,,    23.0,,,,,,,,     0.3,     0.3,,,,,,,,     0.0,     0.0,     2.4,,,     0.6,,,,,,,,,,,,,,,,,,     1.1,     0.1,     0.3,    0.14,    0.00,    0.00,    77.9,     0.0,     0.0,     0.0,     0.0,     0.0,    41.8,     0.0,     896,     600,     0.1,     0.0,     0.1,    1032,      67,      31,    3.80,     204,     221,     100,    0.03,    0.21,   0.063,    0.37,     0.4,       1,    11.7,       0,       0,       0,       1,       0,     212,    11.7,       8,    0.04,     0.6,     0.1,    13.0,,,     0.0,,     0.0,     1.0,     0.0,     0.0,     0.0,,,     1.0,,,,,      60,       7,,
Kaas,11,512,21,Kaas 40+ korstloze,,N,100,g,1,N,Per 100g,     273,    1133,    21.0,     0.0,    21.0,    20.5,    19.3,    13.8,     4.5,     0.7,     0.3,,     3.8,     2.8,     1.6,     3.2,,,     4.1,,     0.3,    11.8,     1.1,     0.0,     1.1,    30.6,     2.0,     0.4,,     0.5,     9.9,    19.4,     2.5,     1.9,     1.4,     0.3,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.1,     0.0,,     0.0,     0.0,,     0.0,     1.7,     0.0,     0.0,,     0.0,     0.0,     0.0,,     2.1,,     0.4,     2.0,     0.0,,     0.0,,,,    18.8,,     0.6,,,,,,     0.3,     0.3,,,     0.0,     0.0,,,,     0.0,     0.0,     3.7,     0.0,     2.0,     0.6,,,,,,,,,,,,,     0.2,,     0.0,     0.0,     0.0,     0.6,     0.3,     0.3,    0.27,    0.00,    0.00,    85.0,     1.0,     1.0,     0.0,     0.0,     0.0,    51.0,     0.0,     575,     775,     0.1,     0.0,     0.1,    1150,     150,      31,    3.80,      82,      88,      38,    0.03,    0.20,   0.040,    0.37,     0.4,       1,    15.0,sp,       3,       0,       0,       0,      85,    15.0,       8,    0.04,     0.6,     0.1,    13.0,,,     1.0,,,,,,,,,,,,,,      35,       4,,
Kaas,11,513,25,Kaas Goudse 48+ gem,,N,100,g,1,N,"Per 100g. gem van jong, jong-belegen, belegen en oud; bevat 1 g organische zuren",     368,    1526,    22.8,     0.0,    22.8,    30.4,    28.6,    20.5,     6.6,     1.1,     0.5,,     3.8,     2.8,     1.6,     3.2,,,     4.1,,     0.3,    11.8,     1.1,     0.0,     1.1,    30.6,     2.0,     0.4,,     0.5,     9.9,    19.4,     2.5,     1.9,     1.4,     0.3,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.1,     0.0,,     0.0,     0.0,,     0.0,     1.7,     0.0,     0.0,,     0.0,     0.0,     0.0,,     2.1,,     0.4,     2.0,     0.0,,     0.0,     0.0,     1.6,,    18.8,     0.0,     0.6,,,,,,     0.3,     0.3,,,     0.0,     0.0,,,,     0.0,     0.0,     3.7,     0.0,     2.0,     0.6,,,,,,,,,     0.9,,,     0.0,     0.2,     0.0,     0.0,     0.0,     0.0,     0.8,     0.4,     0.5,    0.39,    0.00,    0.00,    81.3,     0.0,     0.0,     0.0,     0.0,     0.0,    39.6,     0.0,     815,     538,     0.2,     0.0,     0.2,     831,     100,      33,    3.47,     319,     345,     154,    0.01,    0.29,   0.035,    1.97,     0.2,       0,    25.0,       0,       8,       1,       1,       0,     332,    25.0,      12,    0.03,     0.9,     0.1,     5.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.9,     0.0,     0.0,     0.0,     4.1,,     1.0,,,,,      51,       5,,
