Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03032,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03063,_03064,_03065,_03067,_03068,_03069,_03070,_03071,_03072,_03073,_03074,_03075,_03076,_03077,_03089,_03090,_03100,_03102,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03110,_03111,_03112,_03113,_03114,_03115,_03116,_03117,_03120,_03121,_03122,_03123,_03124,_03125,_03126,_03127,_03128,_03129,_03130,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05010,_05011,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11011,_11012,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_10001,_10002,_11010,_11014,_10003,_05003,_05005,_05006,_05008,_05009,_11015,_11016,_11017,_11018,_12001,_02001,_13006,_05012,_05013,_05014,_05015,_11025,_11026,_11013,_11019
Kaas,11,514,29,Kaas 20+ Leidse/Friese nagel-,,N,100,g,1,N,Per 100g,     240,    1003,    33.1,     0.0,    33.1,    11.9,    11.2,     8.0,     2.6,     0.4,     0.2,,     3.8,     2.8,     1.6,     3.2,,,     4.1,,     0.3,    11.8,     1.1,     0.0,     1.1,    30.6,     2.0,     0.4,,     0.5,     9.9,    19.4,     2.5,     1.9,     1.4,     0.3,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.1,     0.0,,     0.0,     0.0,,     0.0,     1.7,     0.0,     0.0,,     0.0,     0.0,     0.0,,     2.1,,     0.4,     2.0,     0.0,,     0.0,,,,    18.8,,     0.6,,,,,,     0.3,     0.3,,,     0.0,     0.0,,,,     0.0,     0.0,     3.7,     0.0,     2.0,     0.6,,,,,,,,,,,,,     0.2,,     0.0,     0.0,     0.0,     0.3,     0.2,     0.2,    0.15,    0.00,    0.00,    39.0,     0.0,     0.0,     0.0,     0.0,     0.0,    46.0,     0.0,    1136,     794,     0.1,     0.0,     0.1,    1003,      68,      28,    4.50,      48,      51,      22,    0.03,    0.18,   0.060,    0.37,     0.2,       1,    10.0,sp,       1,       0,       0,       0,      50,    10.0,      10,    0.11,     0.3,     0.1,    30.0,,,     0.0,,     0.0,,,,,,,,,,,,      20,       2,,
Kaas,11,515,33,Kaas smeer- volvet 48+,,N,100,g,1,N,"Per 100g. eru ea; bevat 0,5 g organische zuren",     264,    1093,    12.0,     0.0,    12.0,    22.9,    21.5,    12.9,     6.5,     0.7,     0.4,,,,,     0.2,,     0.0,     3.5,,,    10.7,,,     1.4,    30.0,     2.5,     0.8,,     0.8,    13.0,    27.6,     3.0,,     1.1,,,     0.1,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,,,     0.1,     0.0,     0.0,     1.8,     0.0,     0.2,,,     0.0,     0.0,,     3.1,     0.0,     0.8,     2.5,     0.1,,,,,,    26.9,,     0.7,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.8,     0.2,     0.4,    0.24,    0.00,    0.00,    70.0,     2.0,     2.0,     0.0,     0.0,     0.0,    54.4,     0.0,     460,     870,     0.1,     0.0,     0.1,    1350,      60,      21,    2.40,     300,     325,     150,    0.03,    0.30,   0.060,    0.60,     0.5,       1,    19.0,,,,,,     312,    19.0,      11,    0.12,     0.6,     0.1,    29.0,,,sp,,     0.0,     0.6,     0.0,     0.0,     0.0,,,     0.5,,,,,,,,
Kaas,11,516,37,Kaas smeer- 40+,,N,100,g,1,N,"Per 100g. eyssen ea; bevat 0,5 g organische zuren",     227,     942,    16.0,     0.0,    16.0,    17.0,    16.0,     9.5,     4.8,     0.5,     0.3,,,,,     0.2,,     0.0,     3.5,,,    10.7,,,     1.4,    30.0,     2.5,     0.8,,     0.8,    13.0,    27.6,     3.0,,     1.1,,,     0.1,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,,,     0.1,     0.0,     0.0,     1.8,     0.0,     0.2,,,     0.0,     0.0,,     3.1,     0.0,     0.8,     2.5,     0.1,,,,,,    26.9,,     0.7,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.6,     0.2,     0.3,    0.18,    0.00,    0.00,    60.0,     2.0,     2.0,     0.0,     0.0,     0.0,    60.0,     0.0,     500,     750,     0.1,     0.0,     0.1,    1150,     135,      23,    3.00,     200,     225,     150,    0.03,    0.20,   0.060,    0.60,     0.4,       1,    19.0,,,,,,     212,    19.0,,    0.12,     0.6,     0.1,    35.0,,,     2.0,,,,,,,,,     0.5,,,,,,,,
Kaas,11,517,41,Kaas smeer- 20+,,N,100,g,1,N,"Per 100g. eyssen, eru ea",     152,     636,    17.0,     0.0,    17.0,     7.8,     7.3,     4.4,     2.2,     0.2,     0.1,,,,,     0.2,,     0.0,     3.5,,,    10.7,,,     1.4,    30.0,     2.5,     0.8,,     0.8,    13.0,    27.6,     3.0,,     1.1,,,     0.1,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,,,     0.1,     0.0,     0.0,     1.8,     0.0,     0.2,,,     0.0,     0.0,,     3.1,     0.0,     0.8,     2.5,     0.1,,,,,,    26.9,,     0.7,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.3,     0.1,     0.1,    0.08,    0.00,    0.00,    39.8,     3.3,     3.3,     0.0,     0.0,     0.5,    67.0,     0.0,     498,     960,     0.1,     0.0,     0.1,    1080,     105,      44,    3.00,     120,     130,      60,    0.03,    0.20,   0.060,    0.60,     0.2,       1,    19.0,,,,,,     125,    19.0,       8,    0.12,     0.3,     0.1,    35.0,,,     3.3,,     0.0,,,,,,,,,,,,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,520,16,Drop zoute,,N,100,g,1,N,Per 100g,     328,    1392,    13.2,    13.2,     0.0,     0.2,     0.2,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    65.9,    43.0,    22.9,     0.0,     4.9,    15.2,     0.0,     117,      22,     2.9,     0.0,     2.9,     130,     233,      40,    0.28,       0,       0,       0,    0.00,    0.00,   0.000,    0.00,     0.0,       0,,,,,,,       0,,       1,    0.11,     0.0,     0.0,,     3.6,     2.4,     0.0,    10.2,    26.8,,,,,     1.1,,,,,,,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,521,20,Drop dubbelzoute,,N,100,g,1,N,Per 100g,     328,    1392,    13.2,    13.2,     0.0,     0.2,     0.2,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    65.9,    43.0,    22.9,     0.0,     4.9,    15.2,     0.0,     117,      22,     2.9,     0.0,     2.9,     150,     233,      40,    0.28,       0,       0,       0,    0.00,    0.00,   0.000,    0.00,     0.0,       0,,,,,,,       0,,,    0.11,     0.0,     0.0,,     3.6,     2.4,     0.0,    10.2,    26.8,,,,,     1.1,,,,,,,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,522,24,Drop zoete,,N,100,g,1,N,Per 100g,     338,    1434,     8.4,     8.4,     0.0,     0.4,     0.4,     0.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    74.6,    50.7,    24.5,     0.0,     1.1,    15.4,     0.0,     132,      22,     3.5,     0.0,     3.5,     140,     314,      35,    0.29,       0,       0,       0,    0.00,    0.00,   0.000,    0.00,     0.0,       0,,,,,,,       0,,       1,    0.11,     0.0,     0.0,,     3.5,     2.1,     0.1,     6.5,    36.3,,,,,     1.3,,,,,,,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,523,28,Stophoest,,N,100,g,1,N,Per 100g,     396,    1683,     0.6,     0.0,     0.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    98.4,    91.4,     7.0,     0.0,     0.0,     1.0,     0.0,,,,,,,,,,,,,,,,    0.00,     0.0,,     0.0,,,,,,       0,     0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,524,32,M&M's chocolade,,N,100,g,1,N,Per 100g,     487,    2032,     4.6,     1.3,     3.4,    20.7,    19.9,    12.2,     6.5,     0.7,     0.6,,     0.6,     0.4,     0.1,     0.0,,     0.0,     0.9,,     0.0,     1.0,     0.1,     0.0,     0.2,    23.8,     0.3,     0.0,,     0.3,    33.0,    32.3,     0.2,     0.0,     0.2,     0.0,,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,     3.3,     0.0,     0.0,,     0.0,     0.0,     0.0,,     3.3,     0.0,     0.0,     0.3,     0.0,,     0.1,     0.0,     0.0,,    32.0,     0.0,     0.3,,,,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.3,     0.0,     0.0,,,,,,,,,     0.0,,,     0.0,     0.1,     0.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.6,    0.04,    0.00,    0.00,     6.0,    68.6,    66.4,     2.2,     0.0,     2.7,     0.8,     0.0,     165,     175,     1.6,     0.0,     1.6,      90,     316,      48,    0.96,       5,       5,,    0.06,    0.24,   0.041,    0.00,     0.5,       0,     4.0,,,,,,       5,     4.0,       8,    0.84,     0.1,     0.1,,,,,,,,,,,,,,     0.0,     0.0,     0.0,     0.0,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,525,36,Candybar Milky Way,,N,100,g,1,N,Per 100g,     449,    1889,     4.0,     1.0,     3.0,    16.1,    15.1,     7.2,     4.7,     1.5,     0.7,,     0.0,     0.0,     0.3,     0.0,,     0.0,     0.5,,     0.0,     1.6,     0.1,     0.1,     0.3,    30.5,     0.6,     0.1,,     0.5,    31.1,    16.9,     8.8,     0.6,     0.4,     0.3,,     0.9,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.2,     0.1,,     0.0,     0.0,     0.0,     0.0,     4.4,     0.1,     0.1,,     0.0,     0.0,     0.0,,     2.4,     0.0,     0.1,     0.6,     0.0,,     9.7,,,,    16.3,,     0.7,,,,     0.1,,     0.1,     0.1,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.2,     1.0,     0.4,     0.0,     0.2,,,,,,,,,,,,,     0.2,,     0.0,     0.0,     0.0,     0.0,     0.1,     0.7,    0.06,    0.00,    0.00,     7.0,    71.8,    66.8,     5.0,     0.0,     0.6,     6.1,     0.0,      90,      84,     1.1,     0.0,     1.1,     220,     145,      21,    0.47,      28,      28,,    0.04,    0.19,   0.020,,     0.4,       0,     4.0,,,,,,      28,     4.0,       1,    0.11,     0.1,     0.1,,,,,,,,,,,,,,     0.0,     0.0,     0.0,     0.0,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,526,40,Candybar Bounty,,N,100,g,1,N,Per 100g,     472,    1975,     4.1,     2.6,     1.6,    24.6,    23.1,    18.6,     3.9,     0.5,     0.5,,,,,     0.2,,     0.0,    18.4,,,    26.3,,,     0.8,    17.4,     0.3,     0.0,,     0.2,    16.8,    16.4,     0.0,,     0.2,,,     0.5,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,,,     0.0,     0.0,     0.0,     2.0,     0.0,     0.0,,,     0.0,     0.0,,     0.6,     0.0,     0.0,     0.3,     0.0,,,,,,    15.8,,     0.6,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.0,     0.0,     0.5,    0.05,    0.00,    0.00,     5.0,    57.8,    47.3,    10.5,     0.0,     1.6,     8.6,     0.0,      57,     102,     1.5,     0.0,     1.5,     110,     263,      39,    0.59,      15,      22,      40,    0.03,    0.10,   0.040,,     0.3,       0,,,,,,,      18,,       1,    0.25,     0.4,     0.3,,,,,,,     0.2,     0.0,     1.8,     0.1,,,,     0.0,     0.0,     0.0,     0.0,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,528,48,Candybar Snickers,,N,100,g,1,N,Per 100g,     505,    2110,     9.5,     7.4,     2.2,    26.9,    25.3,     8.4,    11.6,     4.6,     4.6,,,,,     0.0,,     0.0,     0.2,,,    12.2,,,     0.1,    17.8,     0.3,     0.0,,     0.2,    18.0,    44.8,     0.2,,     0.2,,,     0.6,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.1,     0.0,,,     0.0,     0.0,     0.0,     5.2,     0.1,     0.0,,,     0.0,     0.0,,     0.2,     0.0,     0.0,     0.3,     0.0,,,,,,    44.8,,     0.0,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.0,     0.1,     4.6,    0.05,    0.00,    0.00,     5.0,    55.5,    47.9,     7.6,     0.0,     1.2,     5.2,     0.0,      98,     186,     1.2,     0.0,     1.2,     230,     312,      72,    1.31,      15,      10,      40,    0.08,    0.18,   0.170,,     0.2,       0,,,,,,,      18,,       1,    0.39,     1.0,     3.4,,,,,,,,,,,,,,     0.0,     0.0,     0.0,     0.0,,,,
Graanproducten en bindmiddelen,8,530,19,Meel pannenkoek-,,N,100,g,1,N,Per 100g. koopmans,     341,    1447,    10.0,    10.0,     0.0,     1.0,     0.7,     0.1,     0.1,     0.4,     0.4,,,,,     0.1,,     0.0,     0.0,,,     0.0,,,     0.0,    17.1,     0.0,     0.0,,     0.0,     2.6,    16.7,     0.0,,     3.8,,,     0.0,     0.3,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,,,     0.0,     0.0,     0.0,    55.9,     0.0,     0.0,,,     0.0,     0.0,,     3.4,     0.0,     0.0,     0.0,     0.0,,,,,,    15.8,,     0.9,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.0,     0.0,     0.4,    0.03,    0.00,    0.00,     0.0,    72.0,     0.0,    72.0,     0.0,     2.0,    11.0,     0.0,      20,     210,     0.8,     0.0,     0.8,     400,     156,      51,    0.64,       0,       0,,    0.07,    0.04,   0.120,    0.00,     0.0,       0,    38.0,,,,,,       0,    38.0,       5,    0.14,     0.4,     1.0,     1.9,,,,,,     0.3,     0.2,     1.0,     0.1,,,,,,,,,,,
Graanproducten en bindmiddelen,8,531,23,Meel poffertjesmix,,N,100,g,1,N,Per 100g. koopmans,     341,    1447,    10.0,    10.0,     0.0,     1.0,     0.7,     0.1,     0.1,     0.4,     0.4,,,,,     0.1,,     0.0,     0.0,,,     0.0,,,     0.0,    17.1,     0.0,     0.0,,     0.0,     2.6,    16.7,     0.0,,     3.8,,,     0.0,     0.3,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,,,     0.0,     0.0,     0.0,    55.9,     0.0,     0.0,,,     0.0,     0.0,,     3.4,     0.0,     0.0,     0.0,     0.0,,,,,,    15.8,,     0.9,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.0,     0.0,     0.4,    0.03,    0.00,    0.00,     0.0,    72.0,     5.0,    67.0,     0.0,     2.0,    12.0,     0.0,      85,     250,     0.8,     0.0,     0.8,     800,     156,,,       0,       0,,    0.07,    0.04,   0.120,    0.00,     0.0,       0,    38.0,,,,,,       0,    38.0,,,,     1.0,     1.9,,,,,,,,,,,,,,,,,,,,
Melk en melkproducten,13,532,27,Pudding chocolade-,,N,100,g,1,N,Per 100g,     117,     496,     4.0,     0.3,     3.7,     2.4,     2.2,     1.5,     0.6,     0.1,     0.0,,     3.2,     2.4,     1.4,     2.6,,     0.0,     3.6,,     0.0,    10.7,     0.9,     0.1,     1.1,    28.6,     1.5,     0.4,,     0.8,    12.3,    23.0,     1.6,     1.5,     1.4,     0.2,,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,,     0.0,     0.0,     0.0,     0.0,     2.0,     0.0,     0.0,,     0.0,     0.0,     0.0,,     2.3,     0.0,     0.4,     1.5,     0.0,,     0.3,     0.0,     1.5,,    23.0,     0.0,     0.0,,,,     0.0,,     0.3,     0.3,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     2.1,     0.0,     2.0,     0.6,,,,,,,,,     0.0,,,     0.0,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.03,    0.00,    0.00,     3.0,    20.0,    17.9,     2.2,     0.0,     0.3,    72.5,     0.0,     126,     121,     0.4,     0.0,     0.4,      63,     200,      12,    0.60,      10,      11,       7,    0.04,    0.20,   0.035,    0.29,,       2,,,,,,,      11,,,,,     0.2,     6.0,,,,,,,,,,,,,,,,,,,,
Diversen,4,535,39,Cacaopoeder gezoet,Benco,N,100,g,1,N,Per 100g,     402,    1702,     4.7,     4.7,     0.0,     2.1,     2.0,     1.2,     0.7,     0.1,     0.1,,     0.0,     0.0,     0.0,     0.0,,,     0.0,,,     0.0,     0.0,,     0.0,    26.4,     0.0,,,     0.0,    34.7,    35.0,     0.0,,,,,     0.9,     0.0,     0.0,,,     0.0,,     0.0,     0.0,,     0.0,     0.0,,     0.0,     3.0,     0.0,,,,,,,,,,,,,,,,,,,,,,,     0.0,,     0.0,     0.0,,,,,,,,,,     0.0,     0.0,,     0.0,,     0.0,,,,,,,,,,,,,,,,     0.0,     0.0,     0.1,    0.00,    0.00,    0.00,     0.0,    88.0,    78.1,     9.9,     0.0,     6.0,     2.0,     0.0,      42,     167,     7.0,     0.0,     7.0,     120,    1050,     115,    1.90,       0,       0,       0,    0.02,    0.10,   0.240,    0.00,     0.0,       0,     7.0,,,,,,       0,     7.0,       1,    0.81,     0.1,     0.6,     2.5,,,,,,,,,,,,,,,,,,,,
Groenten,9,538,51,Rabarbermoes m suiker,,N,100,g,1,N,Per 100g,      66,     279,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    14.3,    14.3,     0.0,     0.0,     2.4,    80.0,     0.0,      33,      18,     0.1,     0.0,     0.1,       1,     210,      11,    0.15,       0,      10,      61,    0.03,    0.02,   0.020,    0.00,     0.0,       5,     4.0,       0,     146,,       0,       0,       5,     4.0,       1,    0.03,     0.7,     0.2,     1.1,,,,,,     0.7,     0.0,     0.1,     0.1,,,,,,,,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,539,55,Dessertsaus vruchten-,,N,100,g,1,N,Per 100g,     235,     999,     0.3,     0.3,     0.0,     0.1,     0.1,     0.0,     0.0,     0.1,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,    0.00,    0.00,    0.00,     0.0,    57.8,    47.0,    10.8,     0.0,     0.7,    58.0,     0.0,       8,       9,     0.4,     0.0,     0.4,       4,,       2,    0.05,       0,       0,,,,,    0.00,     0.0,,sp,,,,,,       0,     0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,540,22,Dessertsaus chocolade-,,N,100,g,1,N,Per 100g,     257,    1088,     2.0,     2.0,     0.0,     2.0,     1.9,     1.2,     0.6,     0.1,     0.1,,     0.0,     0.0,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.2,     0.0,     0.0,     0.0,    25.5,     0.2,     0.0,,     0.2,    35.9,    32.9,     0.0,,     0.2,,     0.0,     1.0,     0.1,     0.0,     0.0,     0.0,     0.0,,     0.2,     0.0,,     0.0,     0.0,,     0.0,     3.1,     0.1,     0.0,,     3.3,     0.0,     0.0,,     0.1,     0.0,     0.0,     0.2,     0.0,,,,,,    33.4,,     0.0,,,,     0.0,     0.0,     0.0,     0.0,,,     0.0,     0.0,,     0.0,,,     0.0,    33.9,     0.0,     0.0,     0.0,,,,,,,,,,,,,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,    0.00,    0.00,    0.00,     0.0,    57.0,    55.0,     2.0,     0.0,     1.4,    37.0,     0.0,      23,     105,     4.6,     0.0,     4.6,       9,,      73,,,,,,,,    0.00,,,,,,,,,,,,,     0.4,,,,,,,,,,,,,,,,,,,,,,
