Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02001,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03065,_03089,_03090,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03113,_03114,_03115,_03116,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05003,_05005,_05006,_05008,_05009,_05010,_05011,_05012,_05013,_05014,_05015,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_10001,_10002,_10003,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11010,_11011,_11012,_11013,_11014,_11015,_11016,_11017,_11018,_11019,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_11035,_11036,_11038,_12001,_13006,FoodGroup,EnglishName
Alcoholische en niet-alcoholische dranken,2,396,57,Sap druiven-,,N,100,g,1,N,Per 100g,64,270,,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,15.7,15.7,7.6,7.7,,,0.0,0.0,0.0,,,,,0.1,81.0,0.0,14,12,0.4,0.0,0.4,3,100,9,0.10,1,0.03,,0,1,6,0.04,0.05,0.030,0.00,0.0,0.4,3,1.0,,0.2,0.4,,,,,,,,,,0,1.0,,,,,,Alc. and non alc. drinks,Juice grape
Alcoholische en niet-alcoholische dranken,2,398,65,Bronwater Evian,,N,100,g,1,N,Per 100g,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,100.0,0.0,8,,0.0,0.0,0.0,1,0,2,,,,,0,0,,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Mineral water Evian
Alcoholische en niet-alcoholische dranken,2,399,69,Vruchtendrank frambozen,,N,100,g,1,N,Per 100g,57,241,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,14.0,14.0,,,,,,0.0,0.0,,,,,0.4,85.0,0.0,9,5,3.0,0.0,3.0,2,70,,,,,,0,0,,0.00,0.00,0.000,0.00,0.0,,0,6.0,,0.0,,,,,,,,,,,0,6.0,,,,,,Alc. and non alc. drinks,Fruit juice drink raspberry
Alcoholische en niet-alcoholische dranken,2,400,8,Frisdrank,,N,100,g,1,N,"Per 100g. o.a. 7-up, sprite, bitter lemon",41,172,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,10.1,10.1,,,,,,0.0,0.0,,,,,0.0,89.9,0.0,2,0,0.0,0.0,0.0,6,1,0,0.00,0,0.00,,0,2,10,0.00,0.00,0.000,0.00,0.0,sp,0,sp,,0.0,,,,,,sp,10,,sp,sp,1,sp,,,,,,Alc. and non alc. drinks,Soft drink wo caffeine
Alcoholische en niet-alcoholische dranken,2,401,12,Jenever jonge,,N,100,g,1,N,Per 100g,196,812,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,72.0,28.0,0,sp,0.0,0.0,0.0,sp,0,0,0.00,0,0.00,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,0.0,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Gin young Dutch
Alcoholische en niet-alcoholische dranken,2,402,16,Jenever oude,,N,100,g,1,N,Per 100g,200,829,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,1.0,1.0,,,,,,0.0,0.0,,,,,0.0,71.0,28.0,sp,sp,0.0,0.0,0.0,sp,sp,sp,sp,sp,sp,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Gin old Dutch
Alcoholische en niet-alcoholische dranken,2,403,20,Likeur 15-25 vol% alc,,N,100,g,1,N,Per 100g,242,1015,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,29.0,29.0,,,,,,0.0,0.0,,,,,0.0,53.0,18.0,0,0,0.0,0.0,0.0,0,0,0,0.00,,0.02,,0,0,0,0.00,sp,sp,0.00,0.0,0.0,0,sp,,sp,,,,,,,,,,,0,sp,,,,,,Alc. and non alc. drinks,Liqueur 15 25 vol% alcohol
Alcoholische en niet-alcoholische dranken,2,405,28,Muskaatwijn,,N,100,g,1,N,Per 100g,162,676,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,13.7,13.7,,,,,,0.0,0.0,,,,,0.0,74.0,15.3,0,0,0.0,0.0,0.0,0,0,,,,,,0,0,,0.00,0.00,0.000,0.00,0.0,,0,sp,,0.0,,,,,,,,,,,0,sp,,,,,,Alc. and non alc. drinks,Muscatel
Alcoholische en niet-alcoholische dranken,2,406,32,Bronwater Perrier,,N,100,g,1,N,Per 100g,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,100.0,0.0,15,0,0.0,0.0,0.0,1,0,,,,,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Mineral water Perrier
Alcoholische en niet-alcoholische dranken,2,407,36,Port,,N,100,g,1,N,Per 100g,156,650,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,13.0,13.0,,,,,,0.0,0.0,,,,,0.0,73.0,14.8,4,12,0.4,0.0,0.4,4,97,11,0.21,sp,0.10,,0,0,,sp,0.01,0.010,0.00,0.0,0.0,0,sp,,0.1,,,,,,,,,,,0,sp,,,,,,Alc. and non alc. drinks,Port wine
Alcoholische en niet-alcoholische dranken,2,408,40,Rum,,N,100,g,1,N,Per 100g,234,969,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,66.6,33.4,sp,sp,sp,0.0,0.0,sp,sp,0,0.02,sp,0.07,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Rum
Alcoholische en niet-alcoholische dranken,2,409,44,Sherry,,N,100,g,1,N,Per 100g,111,460,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.2,3.2,,,,,,0.0,0.0,,,,,0.0,82.8,14.0,8,7,0.5,0.0,0.5,27,64,8,0.04,0,0.02,,0,sp,sp,sp,0.01,0.020,0.00,0.0,0.0,0,sp,,0.1,0.0,0.0,0.0,0.0,,,,,,,sp,sp,,,,,,Alc. and non alc. drinks,Sherry
Alcoholische en niet-alcoholische dranken,2,410,11,Sap sinaasappel- gepasteuriseerd,,N,100,g,1,N,"Per 100g. bevat 1,2 g organische zuren",44,185,,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.5,0.0,0.0,0.0,3.5,22.9,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.00,0.00,0.0,9.1,9.1,2.3,2.5,0.0,0.0,3.8,0.0,0.0,,,,,0.3,89.0,0.0,12,19,0.1,0.0,0.1,2,170,12,0.08,0,0.03,1.1,0,4,7,0.05,0.02,0.048,0.00,0.0,0.2,32,22.6,,0.3,0.2,0.0,0.0,0.0,,3,25,36,33,0,2,22.6,,,,0.3,1.2,Alc. and non alc. drinks,Juice orange pasteurized
Alcoholische en niet-alcoholische dranken,2,411,15,Bronwater Spa,,N,100,g,1,N,"Per 100g. spa barisart, spa reine, spa marie-henriette",0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0.02,0,0.00,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Mineral water Spa
Alcoholische en niet-alcoholische dranken,2,413,23,Sap tomaten-,,N,100,g,1,N,Per 100g,16,67,,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.1,3.1,,,,,,0.0,0.0,,,,,0.4,94.7,0.0,13,17,0.3,0.0,0.3,269,212,10,0.12,0,0.06,,0,45,269,0.05,0.02,0.080,0.00,0.0,1.8,8,13.0,,0.5,1.7,0.1,0.6,0.0,,0,60,,,10770,22,13.0,2.3,2.3,,,,Alc. and non alc. drinks,Tomato juice
Alcoholische en niet-alcoholische dranken,2,414,27,Frisdrank tonic,,N,100,g,1,N,Per 100g,36,153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,9.0,9.0,,,,,,0.0,0.0,,,,,0.0,92.1,0.0,0,0,0.0,0.0,0.0,1,0,0,0.00,0,0.00,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,sp,,0.0,,,,,,,,,,,0,sp,,,,,,Alc. and non alc. drinks,Soft drink tonic
Alcoholische en niet-alcoholische dranken,2,415,31,Vermouth zoete,,N,100,g,1,N,Per 100g,150,629,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,16.5,16.5,,,,,,0.0,0.0,,,,,0.0,71.4,12.0,6,7,0.4,0.0,0.4,28,18,6,0.03,0,0.01,,0,0,0,sp,sp,sp,0.00,0.0,0.0,0,sp,,sp,,,,,,,,,,,0,sp,,,,,,Alc. and non alc. drinks,Vermouth
Alcoholische en niet-alcoholische dranken,2,416,35,Vieux,,N,100,g,1,N,Per 100g,200,829,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,1.0,1.0,,,,,,0.0,0.0,,,,,0.0,71.0,28.0,sp,sp,0.0,0.0,0.0,sp,sp,0,0.00,0,0.00,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Brandy Dutch vieux
Alcoholische en niet-alcoholische dranken,2,417,39,Limonade vruchten-,,N,100,g,1,N,"Per 100g. o.a. sinas, cassis",44,188,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,11.0,11.0,,,,,,0.0,0.0,,,,,0.0,88.6,0.0,5,2,0.0,0.0,0.0,2,14,1,0.00,0,0.00,,0,sp,sp,0.00,0.00,0.000,0.00,0.0,0.0,5,sp,,0.0,0.0,0.0,0.0,0.0,,,,,,,sp,sp,,,,,,Alc. and non alc. drinks,Juice drink
Alcoholische en niet-alcoholische dranken,2,420,14,Bronwater Vittel,,N,100,g,1,N,Per 100g,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,100.0,0.0,20,,0.0,0.0,0.0,0,0,4,,,,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Mineral water Vittel
Alcoholische en niet-alcoholische dranken,2,421,18,Whisky,,N,100,g,1,N,Per 100g,245,1015,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,65.0,35.0,2,sp,sp,0.0,0.0,sp,3,0,0.01,sp,0.02,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Whisky
Alcoholische en niet-alcoholische dranken,2,422,22,Wijn rode,,N,100,g,1,N,Per 100g,82,341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,0.0,88.4,10.0,8,12,0.6,0.0,0.6,7,70,10,0.05,0,0.02,7.4,0,sp,sp,sp,0.02,0.030,0.00,0.0,0.0,0,1.0,,0.1,0.0,0.0,0.0,0.0,,,,,,,sp,1.0,,,,,,Alc. and non alc. drinks,Wine red
Alcoholische en niet-alcoholische dranken,2,423,26,Wijn witte droge,,N,100,g,1,N,Per 100g,67,276,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.6,0.6,0.3,0.3,0.0,0.0,0.0,0.0,0.0,,,,,0.0,86.1,9.1,12,8,0.6,0.0,0.6,4,86,8,0.04,0,0.01,3.4,0,0,0,sp,0.01,0.020,sp,0.0,0.0,0,sp,,0.1,0.0,0.0,0.0,0.0,,,,,,,0,sp,,,,,,Alc. and non alc. drinks,Wine white dry
Alcoholische en niet-alcoholische dranken,2,425,34,Weidrank Rivella,,N,100,g,1,N,Per 100g,4,17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,1.0,1.0,,,,,,0.0,0.0,,,,,0.0,99.0,0.0,18,10,0.2,0.0,0.2,10,39,3,,,,,1,1,0,0.01,0.00,0.010,0.05,0.0,,0,7.0,,0.3,,,,,,,,,,,1,7.0,,,,,,Alc. and non alc. drinks,Whey drink Rivella wo sugar
