Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02001,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03065,_03089,_03090,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03113,_03114,_03115,_03116,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05003,_05005,_05006,_05008,_05009,_05010,_05011,_05012,_05013,_05014,_05015,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_10001,_10002,_10003,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11010,_11011,_11012,_11013,_11014,_11015,_11016,_11017,_11018,_11019,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_11035,_11036,_11038,_12001,_13006,FoodGroup,EnglishName
Vis,22,355,41,Sardines in olie blik,,N,100,g,1,N,Per 100g. na uitlekken,231,961,,21.7,0.0,21.7,16.0,15.0,3.6,4.0,7.4,4.3,,,,0.0,0.0,,,0.0,,,3.1,0.0,,0.3,15.2,4.4,,,0.3,4.2,20.5,,3.3,,,0.4,1.0,0.1,0.0,0.5,7.6,,0.2,0.5,,0.0,0.0,0.9,6.9,28.9,0.1,0.2,,,,,,4.6,0.1,,1.1,,,,,,,,,,,,,,,,,0.1,3.0,4.4,0.50,1.14,1.04,80.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,60.6,0.0,500,520,3.1,0.8,2.3,458,368,46,2.20,49,0.11,23.0,6,90,,0.01,0.29,0.180,15.00,5.0,0.3,sp,8.0,,6.9,,,,,,,,,,,6,8.0,,,,,,Fish,Sardines/pilchards in oil tinned
Vis,22,356,45,Lever schelvis- blik,,N,100,g,1,N,Per 100g. na uitlekken,409,1684,,7.0,0.0,7.0,42.3,39.3,8.1,16.5,14.8,1.3,,,,0.0,0.0,,,0.0,,,2.8,0.1,,0.5,13.8,11.0,,,0.4,3.0,28.3,,2.2,,,0.0,1.6,0.6,0.3,1.1,11.4,,0.0,0.5,,0.0,0.3,1.4,14.9,3.2,0.0,0.4,,,,,,7.3,0.1,,2.1,,,,,,,,,,,,,,,,,0.0,12.7,2.1,0.87,4.48,5.86,340.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,44.4,0.0,12,175,2.0,0.0,2.0,250,150,,,,,,2538,2538,,0.06,0.65,0.100,,,,0,300.0,,5.4,,,,,,,,,,,2538,300.0,,,,,,Fish,Liver haddock tinned
Vis,22,357,49,Stokvis geweekt,,N,100,g,1,N,Per 100g,138,586,,32.5,0.0,32.5,0.9,0.7,0.2,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.00,0.11,0.26,59.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,66.0,0.0,,,0.5,0.2,0.3,92,,,,,,230.0,12,12,,,,0.200,1.00,,,2,0.0,,,,,,,,,,,,,12,0.0,,,,,,Fish,Stockfish soaked
Eieren,5,358,53,Eiwit kippenei rauw,,N,100,g,1,N,Per 100g,44,185,,10.5,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.4,0.4,,,,,,0.0,0.0,,,,,0.0,88.0,0.0,12,12,0.1,0.0,0.1,159,142,10,0.09,6,0.02,2.8,0,0,0,0.03,0.35,0.000,0.65,0.0,0.0,0,4.0,,0.1,,,,,,,,,,,0,4.0,,,,,,Eggs,Eggs chicken white raw
"Noten, zaden en snacks",15,369,60,Loempia bereid,,N,100,g,1,N,Per 100g,181,757,,7.1,4.0,3.0,8.2,7.5,1.4,4.3,1.7,1.3,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.4,0.0,,0.1,11.8,1.0,,,0.2,5.7,54.7,0.4,4.0,0.1,,0.5,1.6,0.4,0.0,0.0,,,0.3,0.2,,,,,,17.5,0.1,,,0.0,,,,0.7,,0.0,,,,,,,,,,,,0.2,,,,,,0.0,0.3,1.3,0.30,0.00,0.00,99.2,18.6,2.9,,,,,,15.7,0.0,,,,,2.0,61.2,0.0,34,81,1.0,0.1,0.9,608,166,16,0.73,3,0.09,2.1,6,9,20,0.09,0.08,0.085,0.17,0.4,1.2,5,3.0,,0.7,1.1,0.0,1.6,0.1,,,,,,,8,3.0,,,,,,"Nuts, seeds and snacks",Spring roll fried
Samengestelde gerechten,18,371,31,Nasi goreng blik/diepvries,,N,100,g,1,N,Per 100g. gem van blik en diepvries,128,539,,4.1,3.3,0.8,2.5,2.4,0.5,0.7,0.7,0.6,,0.0,0.0,0.0,0.1,,,0.2,,0.0,0.6,0.0,,0.1,12.7,0.6,,,0.2,7.8,30.1,15.5,1.2,0.5,,0.5,0.5,0.1,0.0,0.0,,,0.4,0.2,,,,,,26.9,0.1,,,0.0,,,,0.6,,0.1,,,,,,,,,,,,0.1,,,,,,0.4,0.0,0.6,0.03,0.00,0.00,5.3,21.8,0.0,,,,,,21.8,0.0,,,,,0.8,69.9,0.0,27,66,0.5,0.1,0.5,565,112,10,0.48,9,0.09,,5,17,70,0.14,0.03,0.123,0.16,0.3,0.8,0,5.0,,0.6,0.7,0.0,0.4,0.0,,,,,,,11,5.0,,,,,,Composite dishes,Fried rice Nasi goreng frozen/tinned
Samengestelde gerechten,18,372,35,Babyvoeding maaltijd 8 mnd,,N,100,g,1,N,Per 100g. olvarit,76,321,,3.4,1.0,2.4,2.2,2.1,0.9,0.4,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,9.9,1.8,,,,,,8.1,0.0,0.0,0.0,0.0,0.0,1.6,83.0,0.0,32,53,0.7,0.1,0.6,60,241,16,0.55,3,0.08,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Composite dishes,Infant food meal 8 months
"Suiker, snoep, zoet beleg en zoete sauzen",20,374,43,Suiker basterd- bruine,,N,100,g,1,N,Per 100g,396,1683,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,99.0,99.0,,,,,,0.0,0.0,,,,,0.0,2.0,0.0,0,0,2.0,0.0,2.0,25,50,0,0.10,sp,0.06,0.0,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,sp,,0.0,,,,,,,,,,,0,sp,,,,,,"Sugar, confectionary, sweet prod.",Sugar brown Basterdsuiker
"Suiker, snoep, zoet beleg en zoete sauzen",20,375,47,Suiker basterd- witte,,N,100,g,1,N,Per 100g,396,1683,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,99.0,99.0,,,,,,0.0,0.0,,,,,0.0,2.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.00,sp,0.12,0.0,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,"Sugar, confectionary, sweet prod.",Sugar white Basterdsuiker
"Suiker, snoep, zoet beleg en zoete sauzen",20,377,55,Suiker kristal-,,N,100,g,1,N,Per 100g,400,1700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,100.0,100.0,0.0,0.0,,,100.0,0.0,0.0,,,,,0.0,0.0,0.0,0,0,0.1,0.0,0.1,0,4,2,0.01,0,0.02,0.0,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,0,0,0,0,0,0,0.0,,,,,,"Sugar, confectionary, sweet prod.",Sugar granulated
"Suiker, snoep, zoet beleg en zoete sauzen",20,378,59,Stroop keuken-,,N,100,g,1,N,Per 100g,328,1394,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,82.0,82.0,,,,,,0.0,0.0,,,,,0.0,18.0,0.0,50,25,10.0,0.0,10.0,0,500,3,0.10,sp,0.06,sp,0,0,,0.00,0.04,0.000,0.00,0.0,0.0,0,sp,,0.5,,,,,,,,,,,0,sp,,,,,,"Sugar, confectionary, sweet prod.",Syrup Keukenstroop
"Suiker, snoep, zoet beleg en zoete sauzen",20,381,34,Stroop suiker-,,N,100,g,1,N,Per 100g,300,1275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,75.0,75.0,,,,,,0.0,0.0,,,,,0.0,26.0,0.0,0,0,0.0,0.0,0.0,0,0,,0.10,sp,0.06,sp,0,0,,0.00,0.00,0.000,0.00,0.0,0.0,0,sp,,0.0,,,,,,,,,,,0,sp,,,,,,"Sugar, confectionary, sweet prod.",Syrup sugar
Alcoholische en niet-alcoholische dranken,2,382,38,Advocaat,,N,100,g,1,N,Per 100g,236,988,,4.3,0.0,4.3,3.2,2.7,1.1,1.3,0.2,0.2,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,29.0,3.1,0.0,0.0,0.2,9.9,42.8,0.0,0.1,0.0,0.0,0.1,2.2,0.1,0.0,0.2,0.6,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,6.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.01,0.00,124.6,23.6,23.6,0.1,0.0,0.0,0.0,23.5,0.0,0.0,,,,,0.0,53.7,13.6,20,81,0.8,0.0,0.8,55,52,4,0.47,6,0.09,11.0,68,68,0,0.02,0.13,0.031,0.53,0.3,1.1,0,28.8,,0.0,1.0,0.0,0.3,0.0,,0,87,49,0,0,68,28.8,,,,0.3,,Alc. and non alc. drinks,Advocaat liqueur
Alcoholische en niet-alcoholische dranken,2,383,42,Sap appel-,,N,100,g,1,N,Per 100g,46,197,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,3.4,6.8,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,11.4,10.4,2.4,6.2,0.0,0.0,1.3,1.0,0.0,,,,,0.0,88.6,0.0,8,8,0.1,0.0,0.1,2,99,6,0.02,0,0.00,,0,0,0,0.00,0.00,0.027,0.00,0.0,0.0,0,0.0,,0.1,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0.0,,,,0.2,,Alc. and non alc. drinks,Juice apple
Alcoholische en niet-alcoholische dranken,2,385,50,Vruchtendrank rode bessen,,N,100,g,1,N,Per 100g,57,241,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,14.0,14.0,,,,,,0.0,0.0,,,,,0.4,85.0,0.0,7,8,4.0,0.0,4.0,2,80,10,0.20,0,0.10,,0,0,,0.00,0.00,0.000,0.00,0.0,0.1,0,6.0,,0.0,,,,,,,,,,,0,6.0,,,,,,Alc. and non alc. drinks,Fruit juice drink redcurrent
Alcoholische en niet-alcoholische dranken,2,386,54,Jenever bessen-,,N,100,g,1,N,Per 100g,184,770,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,18.0,18.0,,,,,,0.0,0.0,,,,,0.0,65.0,16.0,0,0,0.0,0.0,0.0,0,57,0,0.00,0,0.00,,0,0,,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Gin Dutch red currant flavoured
Alcoholische en niet-alcoholische dranken,2,387,58,Vruchtendrank zwarte bessen,,N,100,g,1,N,Per 100g,61,258,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,15.0,15.0,,,,,,0.0,0.0,,,,,0.4,84.0,0.0,20,12,2.0,0.0,2.0,5,125,6,0.30,0,0.11,,0,0,,0.00,0.00,0.000,0.00,0.0,0.8,30,6.0,,0.0,,,,,,,,,,,0,6.0,,,,,,Alc. and non alc. drinks,Fruit drink blackcurrant
Alcoholische en niet-alcoholische dranken,2,388,62,Sap rode bessen-,,N,100,g,1,N,Per 100g,42,178,,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,10.0,10.0,,,,,,0.0,0.0,,,,,0.6,90.0,0.0,12,12,1.0,0.0,1.0,0,200,13,,,,,0,4,24,0.00,0.00,0.060,0.00,0.0,0.0,12,6.0,,0.0,,,,,,,,,,,2,6.0,,,,,,Alc. and non alc. drinks,Juice redcurrant
Alcoholische en niet-alcoholische dranken,2,389,66,Bier oud bruin,,N,100,g,1,N,Per 100g,38,162,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,5.5,3.6,,,,,,1.9,0.0,,,,,0.2,93.4,2.0,2,12,0.1,0.0,0.1,3,18,4,0.00,0,0.01,,0,0,0,0.00,0.03,0.055,0.00,0.0,0.0,0,8.8,,1.0,0.0,0.0,0.0,0.0,,,,,,,0,8.8,,,,,,Alc. and non alc. drinks,Beer brown
Alcoholische en niet-alcoholische dranken,2,390,33,Bier pils,,N,100,g,1,N,"Per 100g. gem van amstel, brand, heineken, grolsch, schultenbrau; bevat 0,2 g polyolen",46,192,,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,,0.0,0.0,,0.3,92.0,4.4,3,28,0.0,0.0,0.0,3,54,8,0.02,0,0.00,,0,0,0,0.00,0.03,0.055,0.03,0.0,0.0,0,8.8,,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,8.8,,,,0.2,0.0,Alc. and non alc. drinks,Beer pilsner
Alcoholische en niet-alcoholische dranken,2,391,37,Brandewijn,,N,100,g,1,N,Per 100g,231,957,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,65.0,33.0,sp,sp,0.0,0.0,0.0,2,sp,sp,0.20,sp,0.16,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Brandy
Alcoholische en niet-alcoholische dranken,2,392,41,Campari,,N,100,g,1,N,Per 100g,180,750,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,10.0,10.0,,,,,,0.0,0.0,,,,,0.0,70.0,20.0,0,0,0.0,0.0,0.0,0,0,,,,,,0,0,,0.00,0.00,0.000,0.00,0.0,,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Campari
Alcoholische en niet-alcoholische dranken,2,393,45,Jenever citroen-,,N,100,g,1,N,Per 100g,180,747,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,0.0,73.0,24.0,0,0,0.0,0.0,0.0,0,0,sp,sp,sp,sp,,0,0,,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Gin Dutch lemon flavoured
Alcoholische en niet-alcoholische dranken,2,394,49,Cognac,,N,100,g,1,N,Per 100g,228,945,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,1.0,1.0,,,,,,0.0,0.0,,,,,0.0,67.0,32.0,sp,sp,sp,0.0,0.0,sp,sp,0,0.00,0,0.00,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Cognac
Alcoholische en niet-alcoholische dranken,2,395,53,Frisdrank cola,,N,100,g,1,N,Per 100g,42,177,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,10.4,10.4,,,,,,0.0,0.0,,,,,0.0,90.0,0.0,5,20,0.0,0.0,0.0,1,0,0,0.00,0,0.01,,0,0,0,0.00,0.00,0.000,0.00,0.0,0.0,0,0.0,,0.0,,,,,,,,,,,0,0.0,,,,,,Alc. and non alc. drinks,Soft drink cola with caffeine
